"No.","Time","Source","Destination","Protocol","Length","Info"
"64","6.131941157","157.240.0.60","10.0.2.15","UDP","1274","443  >  40775 Len=1232"
"65","6.131941197","157.240.0.60","10.0.2.15","UDP","1274","443  >  40775 Len=1232"
"66","6.131941310","157.240.0.60","10.0.2.15","UDP","1274","443  >  40775 Len=1232"
"67","6.132752474","10.0.2.15","157.240.0.60","UDP","78","40775  >  443 Len=36"
"68","6.133313219","10.0.2.15","157.240.0.60","UDP","83","40775  >  443 Len=41"
"69","6.155127159","10.0.2.15","157.240.0.60","UDP","79","40775  >  443 Len=37"
"70","6.156969328","157.240.0.60","10.0.2.15","UDP","90","443  >  40775 Len=48"
"71","6.157124867","10.0.2.15","157.240.0.60","UDP","77","40775  >  443 Len=35"
"72","6.250278270","157.240.0.60","10.0.2.15","UDP","90","443  >  40775 Len=48"
"73","6.354986641","10.0.2.15","157.240.214.60","TLSv1.2","150","Application Data"
"74","6.356143412","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=3863 Ack=1065 Win=65535 Len=0"
"75","6.356419674","10.0.2.15","157.240.214.60","TLSv1.2","150","Application Data"
"76","6.356820577","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=3863 Ack=1161 Win=65535 Len=0"
"77","6.659215441","157.240.214.60","10.0.2.15","TLSv1.2","982","Application Data, Application Data"
"78","6.659255824","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=1161 Ack=4791 Win=65535 Len=0"
"79","6.692910017","10.0.2.15","157.240.0.60","UDP","237","40775  >  443 Len=195"
"80","6.767817322","157.240.0.60","10.0.2.15","UDP","90","443  >  40775 Len=48"
"81","6.779565793","157.240.0.60","10.0.2.15","UDP","250","443  >  40775 Len=208"
"82","6.779566299","157.240.0.60","10.0.2.15","UDP","474","443  >  40775 Len=432"
"83","6.779566336","157.240.0.60","10.0.2.15","UDP","1274","443  >  40775 Len=1232"
"84","6.779566377","157.240.0.60","10.0.2.15","UDP","1274","443  >  40775 Len=1232"
"85","6.780958884","10.0.2.15","157.240.0.60","UDP","80","40775  >  443 Len=38"
"86","6.781942039","10.0.2.15","157.240.0.60","UDP","78","40775  >  443 Len=36"
"87","6.782897895","10.0.2.15","157.240.0.60","UDP","79","40775  >  443 Len=37"
"88","6.783837298","10.0.2.15","157.240.0.60","UDP","77","40775  >  443 Len=35"
"89","6.900817220","157.240.0.60","10.0.2.15","UDP","90","443  >  40775 Len=48"
"90","7.784617651","157.240.214.60","10.0.2.15","TLSv1.2","117","Application Data"
"91","7.784665158","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=1161 Ack=4854 Win=65535 Len=0"
"92","8.602683143","157.240.214.60","10.0.2.15","TLSv1.2","330","Application Data"
"93","8.602708442","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=1161 Ack=5130 Win=65535 Len=0"
"94","8.985004440","10.0.2.15","157.240.214.60","TLSv1.2","126","Application Data"
"95","8.985652105","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=5130 Ack=1233 Win=65535 Len=0"
"96","9.154503623","157.240.214.60","10.0.2.15","TLSv1.2","552","Application Data"
"97","9.154554771","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=1233 Ack=5628 Win=65535 Len=0"
"98","9.232276946","10.0.2.15","157.240.214.60","TLSv1.2","135","Application Data"
"99","9.232730098","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=5628 Ack=1314 Win=65535 Len=0"
"100","9.944835772","157.240.214.60","10.0.2.15","TLSv1.2","134","Application Data"
"101","9.944861610","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=1314 Ack=5708 Win=65535 Len=0"
"102","10.857519687","157.240.214.60","10.0.2.15","TLSv1.2","155","Application Data"
"103","10.857557001","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=1314 Ack=5809 Win=65535 Len=0"
"104","10.916784793","10.0.2.15","157.240.214.60","TLSv1.2","154","Application Data"
"105","10.941111597","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=5809 Ack=1414 Win=65535 Len=0"
"106","11.775295677","157.240.214.60","10.0.2.15","TLSv1.2","117","Application Data"
"107","11.775480349","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=1414 Ack=5872 Win=65535 Len=0"
"108","13.756951931","10.0.2.15","213.57.22.5","DNS","101","Standard query 0x39d3 A media.fhfa1-1.fna.whatsapp.net OPT"
"109","13.757668410","10.0.2.15","213.57.22.5","DNS","101","Standard query 0xa24f HTTPS media.fhfa1-1.fna.whatsapp.net OPT"
"110","13.777516974","213.57.22.5","10.0.2.15","DNS","162","Standard query response 0xa24f HTTPS media.fhfa1-1.fna.whatsapp.net SOA a.ns.cdn.whatsapp.net OPT"
"111","13.777517547","213.57.22.5","10.0.2.15","DNS","117","Standard query response 0x39d3 A media.fhfa1-1.fna.whatsapp.net A 213.57.24.97 OPT"
"112","13.782423944","10.0.2.15","213.57.24.97","QUIC","1292","Initial, DCID=451bbfca9af82bb3, PKN: 1, PADDING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PING"
"113","13.782924398","10.0.2.15","213.57.24.97","QUIC","119","0-RTT, DCID=451bbfca9af82bb3"
"114","13.783436516","10.0.2.15","213.57.24.97","QUIC","632","0-RTT, DCID=451bbfca9af82bb3"
"115","13.797267566","213.57.24.97","10.0.2.15","QUIC","1274","Initial, SCID=ae81000439114808, PKN: 13086060, CRYPTO, ACK, PADDING"
"116","13.797268147","213.57.24.97","10.0.2.15","QUIC","251","Handshake, SCID=ae81000439114808"
"117","13.797268179","213.57.24.97","10.0.2.15","QUIC","122","Protected Payload (KP0)"
"118","13.797268256","213.57.24.97","10.0.2.15","QUIC","90","Protected Payload (KP0)"
"119","13.797671451","10.0.2.15","213.57.24.97","QUIC","123","Handshake, DCID=ae81000439114808"
"120","13.797839424","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"121","13.807101554","213.57.24.97","10.0.2.15","QUIC","81","Handshake, SCID=ae81000439114808"
"122","13.807101883","213.57.24.97","10.0.2.15","QUIC","378","Protected Payload (KP0)"
"123","13.837738195","10.0.2.15","213.57.24.97","QUIC","77","Protected Payload (KP0), DCID=ae81000439114808"
"124","13.848284435","213.57.24.97","10.0.2.15","QUIC","90","Protected Payload (KP0)"
"125","13.848284710","213.57.24.97","10.0.2.15","QUIC","357","Protected Payload (KP0)"
"126","13.849031732","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"127","13.870056928","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"128","13.870057312","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"129","13.870057383","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"130","13.870057417","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"131","13.870057453","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"132","13.871010093","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"133","13.871010266","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"134","13.871010300","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"135","13.871010330","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"136","13.871010369","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"137","13.871010410","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"138","13.871010444","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"139","13.872183099","10.0.2.15","213.57.24.97","QUIC","80","Protected Payload (KP0), DCID=ae81000439114808"
"140","13.872303911","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"141","13.872389353","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"142","13.872479180","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"143","13.872565866","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"144","13.872655238","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"145","13.872742929","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"146","13.872978356","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"147","13.873077451","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"148","13.873164221","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"149","13.873254982","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"150","13.893560391","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"151","13.893561374","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"152","13.893561405","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"153","13.893561424","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"154","13.893561444","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"155","13.893561462","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"156","13.893561483","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"157","13.893561502","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"158","13.893658438","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"159","13.893658509","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"160","13.893658539","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"161","13.893658559","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"162","13.893658578","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"163","13.893658598","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"164","13.893658623","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"165","13.893658649","213.57.24.97","10.0.2.15","QUIC","1050","Protected Payload (KP0)"
"166","13.894621659","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"167","13.894776700","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"168","13.894881866","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"169","13.895123152","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"170","13.897908533","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"171","13.898015351","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"172","13.898125200","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"173","13.898388886","10.0.2.15","213.57.24.97","QUIC","78","Protected Payload (KP0), DCID=ae81000439114808"
"174","13.898592287","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=ae81000439114808"
"175","13.898909284","10.0.2.15","213.57.24.97","QUIC","81","Protected Payload (KP0), DCID=ae81000439114808"
"176","13.909290485","213.57.24.97","10.0.2.15","QUIC","90","Protected Payload (KP0)"
"177","13.926338202","10.0.2.15","213.57.24.97","QUIC","77","Protected Payload (KP0), DCID=ae81000439114808"
"178","15.139939138","10.0.2.15","157.240.214.60","TLSv1.2","124","Application Data"
"179","15.140674587","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=5872 Ack=1484 Win=65535 Len=0"
"180","17.618667910","10.0.2.15","157.240.214.60","TLSv1.2","1743","Application Data"
"181","17.640197489","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=5872 Ack=2944 Win=65535 Len=0"
"182","17.640197830","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=5872 Ack=3173 Win=65535 Len=0"
"183","17.919183634","157.240.214.60","10.0.2.15","TLSv1.2","165","Application Data"
"184","17.919237849","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=3173 Ack=5983 Win=65535 Len=0"
"185","18.125306272","157.240.214.60","10.0.2.15","TLSv1.2","152","Application Data"
"186","18.125328066","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=3173 Ack=6081 Win=65535 Len=0"
"187","18.128409872","10.0.2.15","157.240.214.60","TLSv1.2","150","Application Data"
"188","18.128797231","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=6081 Ack=3269 Win=65535 Len=0"
"189","18.181027986","157.240.214.60","10.0.2.15","TLSv1.2","148","Application Data"
"190","18.184514252","10.0.2.15","157.240.214.60","TLSv1.2","147","Application Data"
"191","18.184929755","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=6175 Ack=3362 Win=65535 Len=0"
"192","18.283072613","157.240.214.60","10.0.2.15","TLSv1.2","151","Application Data"
"193","18.287481888","10.0.2.15","157.240.214.60","TLSv1.2","150","Application Data"
"194","18.288239234","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=6272 Ack=3458 Win=65535 Len=0"
"195","18.404400113","10.0.2.15","157.240.214.60","TLSv1.2","124","Application Data"
"196","18.404906060","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=6272 Ack=3528 Win=65535 Len=0"
"197","20.006926112","157.240.214.60","10.0.2.15","TLSv1.2","134","Application Data"
"198","20.054802883","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=3528 Ack=6352 Win=65535 Len=0"
"199","20.270093373","10.0.2.15","142.250.185.110","QUIC","1292","Initial, DCID=73a2bd890c9a6a33, PKN: 1, PING, PING, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"200","20.270358348","10.0.2.15","142.250.185.110","QUIC","119","0-RTT, DCID=73a2bd890c9a6a33"
"201","20.348094142","142.250.185.110","10.0.2.15","QUIC","1292","Protected Payload (KP0)"
"202","20.348094722","142.250.185.110","10.0.2.15","QUIC","848","Protected Payload (KP0)"
"203","20.348094775","142.250.185.110","10.0.2.15","QUIC","210","Protected Payload (KP0)"
"204","20.349298658","10.0.2.15","142.250.185.110","QUIC","121","Handshake, DCID=f3a2bd890c9a6a33"
"205","20.349590848","10.0.2.15","142.250.185.110","QUIC","73","Protected Payload (KP0), DCID=f3a2bd890c9a6a33"
"206","20.350074805","10.0.2.15","142.250.185.110","QUIC","1288","Protected Payload (KP0), DCID=f3a2bd890c9a6a33"
"207","20.350236694","10.0.2.15","142.250.185.110","QUIC","1292","Protected Payload (KP0), DCID=f3a2bd890c9a6a33"
"208","20.350379104","10.0.2.15","142.250.185.110","QUIC","410","Protected Payload (KP0), DCID=f3a2bd890c9a6a33"
"209","20.366180261","142.250.185.110","10.0.2.15","QUIC","66","Protected Payload (KP0)"
"210","20.414611780","142.250.185.110","10.0.2.15","QUIC","162","Protected Payload (KP0)"
"211","20.416968448","142.250.185.110","10.0.2.15","QUIC","71","Protected Payload (KP0)"
"212","20.416969020","142.250.185.110","10.0.2.15","QUIC","67","Protected Payload (KP0)"
"213","20.417407907","10.0.2.15","142.250.185.110","QUIC","73","Protected Payload (KP0), DCID=f3a2bd890c9a6a33"
"214","20.419173133","142.250.185.110","10.0.2.15","QUIC","67","Protected Payload (KP0)"
"215","20.472548362","10.0.2.15","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"216","20.495314522","142.250.185.110","10.0.2.15","QUIC","782","Protected Payload (KP0)"
"217","20.495314863","142.250.185.110","10.0.2.15","QUIC","76","Protected Payload (KP0)"
"218","20.495314980","142.250.185.110","10.0.2.15","QUIC","206","Protected Payload (KP0)"
"219","20.496141844","10.0.2.15","142.250.185.110","QUIC","77","Protected Payload (KP0), DCID=f3a2bd890c9a6a33"
"220","20.496304872","10.0.2.15","142.250.185.110","QUIC","73","Protected Payload (KP0), DCID=f3a2bd890c9a6a33"
"221","20.589250517","142.250.185.110","10.0.2.15","QUIC","66","Protected Payload (KP0)"
"222","21.478586878","10.0.2.15","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"223","22.221260046","157.240.214.60","10.0.2.15","TLSv1.2","117","Application Data"
"224","22.221311704","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=3528 Ack=6415 Win=65535 Len=0"
"225","22.485903941","10.0.2.15","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"226","22.527461174","157.240.214.60","10.0.2.15","TLSv1.2","197","Application Data"
"227","22.527487101","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=3528 Ack=6558 Win=65535 Len=0"
"228","22.537321774","10.0.2.15","157.240.214.60","TLSv1.2","154","Application Data"
"229","22.538091456","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=6558 Ack=3628 Win=65535 Len=0"
"230","23.449342841","157.240.214.60","10.0.2.15","TLSv1.2","187","Application Data"
"231","23.454001397","10.0.2.15","157.240.214.60","TLSv1.2","157","Application Data"
"232","23.454546780","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=6691 Ack=3731 Win=65535 Len=0"
"233","23.494676030","10.0.2.15","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"234","23.873615904","10.0.2.15","157.240.214.60","TLSv1.2","317","Application Data"
"235","23.874075667","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=6691 Ack=3994 Win=65535 Len=0"
"236","24.166660084","157.240.214.60","10.0.2.15","TLSv1.2","165","Application Data"
"237","24.214907647","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=3994 Ack=6802 Win=65535 Len=0"
"238","24.472546487","157.240.214.60","10.0.2.15","TLSv1.2","246","Application Data, Application Data"
"239","24.472572928","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=3994 Ack=6994 Win=65535 Len=0"
"240","24.481185694","10.0.2.15","157.240.214.60","TLSv1.2","150","Application Data"
"241","24.482059607","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=6994 Ack=4090 Win=65535 Len=0"
"242","24.489435897","157.240.214.60","10.0.2.15","TLSv1.2","151","Application Data"
"243","24.496478931","10.0.2.15","157.240.214.60","TLSv1.2","147","Application Data"
"244","24.496676560","10.0.2.15","157.240.214.60","TLSv1.2","150","Application Data"
"245","24.496910989","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=7091 Ack=4183 Win=65535 Len=0"
"246","24.496911156","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=7091 Ack=4279 Win=65535 Len=0"
"247","26.009854970","157.240.214.60","10.0.2.15","TLSv1.2","117","Application Data"
"248","26.064842790","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=4279 Ack=7154 Win=65535 Len=0"
"249","26.316828651","157.240.214.60","10.0.2.15","TLSv1.2","472","Application Data"
"250","26.316854737","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=4279 Ack=7572 Win=65535 Len=0"
"251","26.414917055","10.0.2.15","157.240.214.60","TLSv1.2","135","Application Data"
"252","26.416012913","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=7572 Ack=4360 Win=65535 Len=0"
"253","28.160174466","157.240.214.60","10.0.2.15","TLSv1.2","174","Application Data"
"254","28.160361492","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=4360 Ack=7692 Win=65535 Len=0"
"255","28.190105290","10.0.2.15","157.240.214.60","TLSv1.2","149","Application Data"
"256","28.191089703","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=7692 Ack=4455 Win=65535 Len=0"
"257","29.287977206","157.240.214.60","10.0.2.15","TLSv1.2","131","Application Data"
"258","29.328384149","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=4455 Ack=7769 Win=65535 Len=0"
"259","30.924233112","157.240.214.60","10.0.2.15","TLSv1.2","310","Application Data"
"260","30.924260181","10.0.2.15","157.240.214.60","TCP","54","59460  >  443 [ACK] Seq=4455 Ack=8025 Win=65535 Len=0"
"261","30.984854958","10.0.2.15","157.240.214.60","TLSv1.2","124","Application Data"
"262","30.985796342","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=8025 Ack=4525 Win=65535 Len=0"
"263","31.061544096","10.0.2.15","157.240.214.60","TLSv1.2","150","Application Data"
"264","31.061940449","157.240.214.60","10.0.2.15","TCP","60","443  >  59460 [ACK] Seq=8025 Ack=4621 Win=65535 Len=0"
